72187 81749 72303 81778
5000
1/1554(4 steps):RRRD
1056/3933(46 steps):UURDLLURDDDDRULDLUURDRDDLUULDRRRDRULDLURDRULDR
1057/3995(46 steps):DDRURULURDDLUUURDLULDRRUULDLDDDRULURDRDDLLURDR
1058/2934(46 steps):ULLDDRURDLLUURDLUUURDDLUURRDLDDDDRUULDRDLULDRR
1059/4060(46 steps):ULDLLUULLDRRDLLUURURDDLUURDLULDDRRDRRUUURDLDDR
1060/3956(44 steps):LUUULDDRUURDDDLLURDRRRUULULLDDDRULDLURRURRDD
1061/4172(44 steps):RDRRUULLUURRDDLLLDRDLULDRRUUUULDDDRRDRULLDRR
1062/3761(44 steps):URULDDLDRURRUULLLDRURDDLLURRDRULDLLURURDRDDD
1063/3741(46 steps):DRRDLURRDLLLURRRULLDRULLDRURRRDLDLURDRUULLDRRD
1064/3771(46 steps):RDDDDRRRUULDLLULDDRULURDRDLLURRRDRULURDDLLURRD
1065/4225(44 steps):URULLDLURRDLDRRULURDLLDDLURDRUULDDRDLLDRRURD
1066/3946(46 steps):UULDDRUULDLULLDRDLUURDLDRRRRUULDLDLURDRULURDRD
1067/4045(44 steps):RRDDDLURULLDRUULDDDRDRUULULDDRDRULUUULDRDRDD
1068/4387(42 steps):LLDRRULLDDDDDRRRULURDLDLLUUURULURRDRDDLDDR
1069/4483(46 steps):LDRULULLLLDDRUULDDRDLUURURRDRDLURULDRRDDLLURDR
1070/4351(46 steps):DDRULURRDLLLURDDLURRULLDRRDRUURRDDLLURRULLDRRD
1071/4265(46 steps):LULDRUULDRUULDRRUULDRUULDRDLUURDLDDDRDLLUURDDR
1072/4699(46 steps):RDRURULULLLDRDLURDRUULLDDRRRRULDLUURRDDLDLURRD
1073/2455(48 steps):ULLLDRRUURDRRULDDLLLUURDDLLURRDRRRULLLDRRURDLURD
1074/4125(42 steps):LDDLUURRDLLULLDRRDLLURULLDDRURULLDRURRRDRD
1075/4900(46 steps):URURULDRDDLUURDDLLURRUULLURDDDDRUULDDLURDRULDR
1076/4941(46 steps):LLLDDRRRUURRDLLURRDDLLUULLDLDRURRURDRDLLLURDRR
1077/4343(46 steps):RRDDLUULLLLDDRURRRULLDLLURRRDLDRRULLDRUURRDLDR
1078/14(47 steps):RRDRULLDLULDRDDDRRRUULUULLDRULDDDRRRDLUUURDDLDR
1079/4713(46 steps):URRRDDLLULUURRDLULDRDLDDRURURDDLULDDRRULULDRDR
1080/4753(46 steps):ULDDLLUUURRRDDDLLLURRDRRULLLDRRRUUULDLDRURDLDR
1081/4719(44 steps):RDRULUULDDDRUURRULDDRDLLUUURRDDLLULDDRUURRDD
1082/4781(46 steps):DLDRUURRDDLLULURDDRRUULLDDRRUULLDLURDLDRUURRDD
1083/54(47 steps):LURDDLDRULLURURRDDLUURDLLDDLULDRUUURDDDRULURDRD
1084/3961(44 steps):DLURRULDDLDRULURRRDDLLUURULDRRDDLLUURULDDDRR
1085/47(45 steps):UURUULLLDDDDRURURDDLULLLLURRUURRDRDLURULDDDRD
1086/185(45 steps):URDDDLDLLLDLUURDRUUULURDDLDRDRDRUUUUURDLDDRDD
1087/4580(44 steps):RRDLLDRULURDRULULDDDRUULLDLURDRDLLUURRRURDDD
1088/281(47 steps):LURULURULDLDRURDLLUURDLURRDLDDRDLURRDLULLDRRURD
1089/320(45 steps):DRDRURUULURDLULDDDRRDLLULUURDDRDRULLLUURRRDDD
1090/4973(46 steps):DRULDDRUULDRUULLLDDLDDRUUUURRDDDRULDDRUUULDDRD
1091/205(45 steps):DLURULLLURDLDRRRUULDRULURDDDDLLURUULURDLDRDRD
1092/2531(44 steps):UULDLURRUULLDDDRDRUUUULLDDRRDLDLUUUURRDDLDRD
1093/132(47 steps):DLURDRULDLLLUURDRDLLURDRURULDRRDRULDLURRDLUURDD
1094/101(47 steps):DRULLDRDRULUULDRUULDRURDDDDLUUURDDLULDRDLUURDDR
1095/15(47 steps):LDDRULLDRULDDRULURDRULUUULDRDLUURDDRDDDLUURDLDR
1096/4458(46 steps):DRUUULDDDRRUUULDLURRDLDDRURRDLLUUURDRURDLLDDRR
1097/100(47 steps):LDLLDRUURDRRDLURULLDRDRUULLLLDRDLURRRDRUULLDRRD
1098/288(47 steps):DRUULDDDDLULDRRRUUUULLDDDRURRDDLULURDRULLDRURDD
1099/2756(44 steps):URDLULLDDLDDRULUUURDLULDRRRRDLDDLLURRULDDRRR
1100/368(45 steps):UURDDLUUUURRDLLURDRULDDDLDDRUUURDDDLUUULDRRDD
1101/313(47 steps):LDDRRULDRUULLURRULDRDLLUURDLDDRRULLDDRURUULDRDD
1102/152(45 steps):LLLDRDRDLLUURDRRUUULDLLDDDRRULLDRULURURRDDLDR
1103/430(47 steps):DRDLULDRURULLDRUUUULDDDRRUULDDRDLURDDLULDRUURDD
1104/379(47 steps):DLLLLULDRULURRDLDRRULDRURRULLLLDRRRDRUULLDLDRRR
1105/583(47 steps):URDLULDRUURDLULLDRDRUURULDLDLURURDDDLDLDRUURRDD
1106/443(45 steps):RUULDLDRRULLLDRUULDDLLUURRDRRULDRDLULLLDRRRRR
1107/667(47 steps):URULURDLDRDLLLLURURDRUULLDRDLURRRDDLLUURURDDLDR
1108/432(45 steps):RUULULLDLDRRRRDLURULDLLDLUURDLDRUULDRUURRDRDD
1109/845(47 steps):UUURDDRURDDLULDLUURRULDDLUURDRULDRRULDDRULLDRRD
1110/873(47 steps):LUUURDDLDRULURDLDRUULURRRDRDLURULDDDRUULDDRULDR
1111/642(45 steps):DRURRRUULDDRDLLURDLULLDRRUUULLDDDRULDRUURDRRD
1112/659(47 steps):RRULLDLURDDRRULLDRUULLDRRRULDDRDDLULLDRURURDLDR
1113/4050(46 steps):LLLLULUURRRDDDRUUULLLLDDDRRRRRULLURDDLUURURDDD
1114/466(45 steps):LDDRULUURDDLDLUULDRRULDRRDRUULLULDRDLLURDDRRR
1115/1006(45 steps):RUUULDDDRULUUURRRDLLLURRDLDDLUUURDRRDDDLULDRR
1116/1086(47 steps):UUULULLLDDLURDLDRRRDDRRUUUULULDRRDDLDLDRRULURDD
1117/827(45 steps):LDDDLUURDLDRDRRUUULLDLDDRRRUUULLDDDLUUURRRDDD
1118/1131(47 steps):DRRUULLDRULLDRDLURRULLDRRDRRRULLULDDRRRUULLDRRD
1119/543(47 steps):RDDRUULLDLLDRURRDRURDLLLLURULDLDRURURDRDRULLDRR
1120/1183(45 steps):RULDLURDRULDLLDLURRURDDDDDRULLLLDRURURULDDRDR
1121/614(47 steps):RULDLLURURDDLURRULLLDDRDRURRUULLDDRDLLURDRUURDD
1122/1005(47 steps):ULULDDDDRURDLLUUURRRRRDLUURDLDDRUUULDDRDLUURDDD
1123/650(47 steps):UUUURRRDDDLLLDRRRUUUULLLDDDDRURDRULURDDLLURURDD
1124/1081(47 steps):ULURDLDRULURRURDLULDRURDLLURDLDDLURDRRDLLULDRRR
1125/1335(43 steps):LULDRRULLDDRDDRDLULDRURDLLURULDRUULDRDDRRRR
1126/1153(47 steps):LDDDLLUUURRDDRDLURUULLLDDDRRRUUULLLDDDRRURDLURD
1127/1461(45 steps):ULLDRRULLDDRULURDRRULLLDRRULLDDRDRRRUUULDRDRD
1128/1327(47 steps):DLLULDRRRUUULLDLDRUULDRRRDDLLLUULDRURRRULDLDDRR
1129/199(45 steps):DDRURULDRDDLUULDLUURDLLDDRRRURUULLDDLUURDDDRR
1130/4726(42 steps):UURRDDDDLLULLUURULDDRDRURRUULLDLULDDRRDDRR
1131/1341(45 steps):UULURRDLLUURRDDLDRUULLURDDLURDDDRUUUULLDDRDDR
1132/1586(47 steps):ULDRRULDDRUULDLURDRDLURDDDDLLUURRDDLLUURRULDRDD
1133/208(47 steps):LURRULULDLUURRDDLDLDRURULUULDDDRRRULDDRULDLURRD
1134/1495(47 steps):LURRULDRRDLURULLLDRDLURRDDRUUULLLDRRDRULURDDLDR
1135/4234(44 steps):RRRULLLDRURURDDDDDLLLUUUURRRULDDRULLDLDDDRRR
1136/1728(45 steps):RRDRUULDDDLLLLURURDLDRRRRUUULDRULLLDRRULDRDDR
1137/1890(47 steps):RRRRDLLLLDDRURULLDDRRRRULUULLDDRDRRULULDLDRURDR
1138/1273(45 steps):LDDDDRUURDDLUURDDLULURDRUUULLDLURDLDRUURRDDDD
1139/1810(47 steps):RULDDRRRRULLDRULLDLLUURDRULDLURDDRRURRULLDRURDD
1140/1856(45 steps):ULDRDDRUURUURDLULDRRULLLLDDDRURDLDRUULLDRDRRR
1141/1937(47 steps):DRRULULDDRUULDLUUURURRDLLDLDRRRDLDRULLDLURDRURD
1142/1529(45 steps):LUURDRRDLDRUULDLLUUURRDLLDRUULDDRRRULLDLDDRRR
1143/1808(47 steps):ULLLURRDLLURRDRULLDRRDLDLULURDLDRRULDRUURDDLURD
1144/1886(47 steps):UULDDRUURDDLUURDLLUURURULDDDRUUULDDLDRDRULURDDD
1145/1122(47 steps):ULLDRDRULUULDRRUULDLDRURDDLUURULLDRRDDLDRUULDDR
1146/1824(45 steps):RRRUULURDDDLLLUUULDDRDLURULDDRULURURRRDLURDDD
1147/1894(45 steps):URDLLLUURDRRDLUUULLDRDDRUUULLDRDRURULLLDRDRDR
1148/2185(47 steps):DLDLDLUURRDLDLURDRRUULULDDRDRUULURRDRDDLURULDRD
1149/2097(45 steps):RURDDDLLUUULDDRUURRDDRDLUULURRDLULDLDDRRRULDR
1150/2247(45 steps):RDDLURULULDDLUURDDLURRDLURURDDLDLULURRUURDDDD
1151/2121(47 steps):LDRUULDRRULLDRRURDLLURDLULDDRRRRUURDDLUURDDLURD
1152/2299(47 steps):URDRURDLLLURULURRURDLLDLDRUUURRDLLLDRDRDLULDRRR
1153/2063(45 steps):RULDDRULLDDDRRUURDDLUULULDDDRRURULDDLLUURRDRD
1154/2337(45 steps):URRDLDLURUUULLDDRDDRUURULURDLULLDDRDRURDLURDD
1155/2162(45 steps):UURULURDDLUURRDLDDRDLDRULDLURULDRRULLURDLDDRR
1156/1306(47 steps):LURRRDRULUULLLDDDRUULDRUULDRURRDRDDLUURDLUURDDD
1157/2137(47 steps):ULLDRUULDDRURDLLURRRRULDDRURUULLDDDRULURURDDLDR
1158/2302(47 steps):DLULDLLURULDLURDRURRRDDLLLUULDLURDDRRURDLLURDRR
1159/2500(47 steps):ULDLDDRUULDRRDRULULLURDDDRURDRRUULLDDLURURURDDD
1160/2466(47 steps):DDDLUURDRUULLDDRDRULDRRULULDRUULDRRDLUURDLDLDRR
1161/2355(47 steps):ULLDRRUULDRUULLLDDDRRULUULDRRURDLURRDLDRUULDRDD
1162/2569(43 steps):RRRUUUULLDRURDLULDLLURRDRURDLULDLLURDDDRDRR
1163/2432(47 steps):RUULDDRRRRULLDRULLDLUURDLDRRRURRDLLUURRDLLURDRD
1164/2671(45 steps):UULLLDRRULDRRULLLDRRDRULURDLLURDRDDDLLLURDRDR
1165/2593(47 steps):LDLDDLUUURDRUULDRDLLUURRDLDDDRULLURRDRDLLLURRDR
1166/2797(47 steps):ULLULDRDLULLDRRULLDRRULDRRRUULDRULLDRRRDDLLURDR
1167/2611(47 steps):LUUURRDDLUULDRDLUURDDDDDRULURDDLULDRURDLUUURDDD
1168/2831(45 steps):RRDLDRDLDRULDLURUURRDLURDDLDLLLURURDDLLURRRDR
1169/2262(47 steps):DDRULLDLUURURRRDDLLDDLURRUUULDLLDDDRRRRUULURDDD
1170/2098(43 steps):LDRUUULDLLULDDDRRRRUULULDRDDLLUUULDRURDRRDD
1171/2532(45 steps):URDLLDDRRULLDRUUULDDRRRULLURRDDRDLULUURRDLDRD
1172/2842(47 steps):URDRUULDLDDRURDDDLURUUULURDLLDRDDRDLLUURDDLURRD
1173/2964(47 steps):ULLULDRURDLURULDLURDDRRULULDDRURDLLDLDRURDLURRD
1174/2981(49 steps):DDDRRRURUUULULLLDRDDRDRRDLULULUUURRRDDDDDLURDLURD
1175/3009(45 steps):LDRRUULURDDLURDDLURUULDDLDRRRRURDLLLUUURRRDDD
1176/3114(47 steps):DRURRDDLLUURRRDLDLLUULDDRULURDLDRRRUURRDLULDRRD
1177/3003(47 steps):UURDLDRULURDLDRRULDRUULDRRURRDLULLDRDRRULLLDRRR
1178/3310(45 steps):LLULDRRRRUULLURDLLDDRRUULLDLDRRRURULULDRURDDD
1179/3275(47 steps):UURRDLDDLULURURDDLLURURDDLDLUUURDDDRRULLURRDLDR
1180/1062(45 steps):DLLULDRURDRDDLLUURRDDLLUUURRDLLDDRRUULULDDDRR
1181/3263(45 steps):DLLUULDRRULLDRRURDLDLUURRDDLULDDDRRUULULDRRDD
1182/3317(45 steps):ULLDLURURDRDDLLUUURDLLDRDRRUULLDDRRUULULDRRDD
1183/3350(47 steps):ULLLULDRURRDLDRUULDRDRDLLDDLLURRDRURUULDDRDLURD
1184/2049(45 steps):RDLUUULDRRDRDLLLULURULDDDRRUUURDDLLURDDRUURDD
1185/3162(45 steps):DLLURDRRURDLULULLLDRRULLDRRDRRUULLDLURDRURDRD
1186/3251(47 steps):URRRURDDLDLLUULDDRRRRULULLDLDRRRUURDDLUURULDDRD
1187/3320(45 steps):URULDRDLUURDLDDRRULDDDRUULDLURDDRUULULDRDLDRR
1188/3493(47 steps):ULURULURDDLUUURDDDLDRULUURDRULURDLDDLDDRRULURDD
1189/3475(47 steps):DDLDRUUURURRDLDRUULDRURDLULLDRDRDRULDDRUUULDDRD
1190/3511(47 steps):RULDDDRUULURDRRRDLULLDRRURDRULDRDLLURRDLLUURDRD
1191/2769(45 steps):DLLUUULDRDRDRULLLUUURDRRULLDDDDRUUUURDLLDDRRD
1192/2988(47 steps):RRRDLDLUURDRRURDDLLLLULDRRULULDDRRRURRDLURULDDR
1193/3483(47 steps):ULDDDLURDRURUULLDDLUURDDLURRDLDRULURRDDLULURDRD
1194/3659(45 steps):LUURDLLURDRDDDLLUURRDDRULDLLUUURRRULDDLLDDRRR
1195/3305(45 steps):RUUULLDDLDRURRUULLDLDDRRRULLULURDLDRULURRRDDD
1196/3673(45 steps):URRUULLDRRDLUUURDDDLDLUURULURDRDDDLURUURRDDRD
1197/3519(47 steps):UURRDRDRURDLLUURDRDDLUURDDLULUULDRRDRDDLUURDLDR
1198/3683(47 steps):RUULLDLDRRULLLURRDLLDRRURULLDLDRRRRULDRUULLDRDR
1199/3858(45 steps):LLDRULURRDDRRUULLDDRRUULLDLLDRUURDDLULDRURDRR
1200/2770(45 steps):RUULDDLLLUURURRDRDLURDDLULDRURDLUUULLDLDDRRRR
1201/3874(47 steps):RDLLURRDLLULDLLDRUURDRURDLULLDRRRDRUULDRDLUURDD
1202/2038(45 steps):RRDDLULURULDDRUUULLDRRULDLURDLDDRDLUURRDRDLDR
1203/3348(47 steps):LUUULDRRULLDRURDLDLUURDLDDRDLURDRULLLDRRUULDRDR
1204/4034(47 steps):URDLURULDDRRULDDLUURULDRDRDLLDRURDDLUUURDDLLDRR
1205/3916(47 steps):DLLLUURDRRURDDLLLLUURDRDLURRURDLLURRDLDRULLDRRR
1206/3621(45 steps):RUULULDRURDDLUUULDDDRDLUURRULUURDDDDLULURRDDD
1207/3734(45 steps):DLUURDDLLURULLLDDRRULLDLURURDLDRRULLLDRURRRDR
1208/4189(47 steps):DLUURRDDLLDRUUURDLLURRDDDLDDRULUULDDDRULURDLDRR
1209/2369(47 steps):DLULULDDRDLUURRULDDDRUURDDLULUURDDRDRULLDRUURDD
1210/4262(47 steps):RRDLDRULUURDLLURDRRULDDDDLUULDRURDRDLURRDLLURDR
1211/4242(45 steps):DDDLLLUURDDLUULLURDDDRRRRUUULLDDLDRULURDLDRRR
1212/4046(47 steps):ULLDRDRRDLUULURDLDRULDLULLURDRRDDRRULLURDDLURRD
1213/3563(45 steps):LURURDRULLDDRDLDRULLLDRDRULLDRULURRRRULURDDDD
1214/4397(45 steps):RDLDLUURRDLDRRULULDDRRDLLURRDLLLURULDRRUURDDD
1215/2153(47 steps):DDLULDRRRUULULLDDRDRURULDLLUURRDRDLLDLURDRRULDR
1216/4404(47 steps):LLURDDLUURDDLLURRRDLURRRDLLUURDRDLLUURDDLULDRRR
1217/4525(45 steps):LLLDRDRRDLURULLDRULULDDRUULDDLDRRULDRRRULLDRR
1218/4127(45 steps):LUURDLULDRURRDLLULLDRURRDLLDRULURDLDLUURRRRDD
1219/4063(47 steps):ULURDLULDRURDDDLLLLURULDDRUULDRURRULDRURDLLDDRR
1220/4254(45 steps):LDRDLURURRDDLLDLUUURRRDDLLULURDDRRUULLDLDRDRR
1221/4299(47 steps):RUULULUURDDLUURDDLURDDDDLURDRULURDDLLURURULDRDD
1222/4582(45 steps):ULDRURDLDRULLURDDDRUUULDLULDDLDRULURDDLURDRRR
1223/4534(45 steps):URRRURURDDDLLLULDLUUURDRRDDLUURURDRULLLDRDDRR
1224/4431(47 steps):DRUULDLLURRDLDRDRUULULDRDRUULLLDRURDDDRULURDLDR
1225/4744(47 steps):ULDDRRULLDLUUURDLDRUULDLURRDRRURDLDRULDDRULURDD
1226/4567(45 steps):UURRDDLLUURRDDRULDLLUURRDDRUULLLDDRRUULLDDRRR
1227/4707(45 steps):LLLDRUUULLDDRDLURDRURDRUUULDRDLDLUUURDRULDDRD
1228/4779(47 steps):DLURDRUULLLURDLDRRRULLDLURDRULURDLDDRURDLULDRRR
1229/4808(47 steps):ULDRRULUUULURDDRUULDDRUULLDRDRDDLLDRUUURDLLDDRR
1230/4489(45 steps):DLUUUULLLDDRRRDLDLULDRULUUURRDRDRULDDLDLURRRD
1231/82(48 steps):DLLURULDDDRUURDDLURULUULLDRDLDDRURUULDDRRDLLURDR
1232/56(48 steps):URRRDLUULLDRDDRUULULDDDRUURRDLLLURURDLDDRRULURDD
1233/164(46 steps):DRDLDRULURRDLURULLLDDDRDLUURRUULDDDLUURDLDRDRR
1234/4641(47 steps):RDLURDRULULDRURUULLURDLDDRRUULULDRRDDDDLURULDDR
1235/207(48 steps):LURRULLDDDRUURRDDRUUULDRULLDDDLURDRULURRDDLUURDD
1236/222(44 steps):LLLUURDRDLUUURDDDLUULDDRRRURRUUUULLDRRDDDLDR
1237/1779(47 steps):ULDLUURRRRRDLLLLDRULLURDLDRRRUURRDLDRULURDDLURD
1238/489(46 steps):RRULURDLDRUULDDLLUUURDRDDLLUURURRDDLDLLUURRRDD
1239/327(46 steps):RDRURDDDLLULDLUUURDRURDRULDLULDLDRRDRRUULLDDRR
1240/4985(45 steps):URDLLLURURURULLDRULLDRRRULLDLURRDDRDLDLLURDRR
1241/373(46 steps):DDRRULLULURRRDDDLLUUURRDDLLUULDRDDRRUUULLDDDRR
1242/429(46 steps):LDDRUURRULLLDDDRURRDLUULUURDDLDLUURURDRDLLDRRD
1243/752(46 steps):DRRRURDLLLULUURRDLLURURRRDLLLURDRURDDDRDLULDRR
1244/411(46 steps):LURRDLDLLURDDLUURULDDRDRULLDRRUULURDRRULLDRRDD
1245/718(46 steps):LLDDDDLURDRULUUURRRDRDLLURRULDDDDRUUUULDLDRDRD
1246/664(48 steps):RURUUUULLLDRRULLDRURRDDLDDRDLLLURRDRUULDRDLLURDR
1247/256(48 steps):RDDRDLLUUURDLUURDLDRRRDDLULDLURRURRDDRULLLDRURDR
1248/762(48 steps):DLDLURDRULLDRULULURULDRDLURULDRRUURDLDDRDDLULDRR
1249/820(46 steps):DRRUUURDDDLULLDRUURRDLLUURDDLLDLURRDLURUURRDDD
1250/823(46 steps):DDRDRUUULLDDDRRULLUURRDDDDLLUUUURRDDDLDLURRDDR
1251/899(46 steps):RRDDDLURULLURDDLURRULULDDRDRUULULDDDRDDRUULDRD
1252/900(48 steps):DDLLLDRRULUULDRRRULLDRDRUULLLDRRDRULLDRDRURDLURD
1253/926(48 steps):LDRRDDDLUULURRDDDLUUUURDDLLUURDDRDDDLLURRDLLURDR
1254/508(48 steps):ULLLLURULDLDRURDRDRULDLLLUUURRDLDRRDLURRDLLURDRR
1255/1633(45 steps):LDDRUURDLLDLURDLLURRURRDLDLLURDLLURDRULURRRDD
1256/945(48 steps):RULLUUURRDDDDRUUULDDLUUURDLDRURULLDLDRDRDRULURDD
1257/1078(48 steps):RULURDLLURRDLDLLLUURRRDLDDLURRDRULDLUURRDLLURRDD
1258/1054(48 steps):LLDLURRDLURRDRDLLULLDDRURURDLUURDDDRUULLDRRDLURD
1259/1148(46 steps):DRULDLUURRDLDLLLUURDLULDRURDDLLUURRRDLLDRURDRR
1260/1118(48 steps):ULUULDDRURULDRUULLLDDRRDRUULURDLLDDDRURDLULURRDD
1261/1308(48 steps):LDLUURRRDLDRDLULULURRDLURDDRDDLLUUURDRDLDRULURDD
1262/1233(44 steps):DRULDRRURDDDLLLUURRRDLURULLDRUULDDLUURDRDDRD
1263/1200(46 steps):UULLURDLLLDRDRRRUULLLURDRDDLLULURRURRDLLLDDRRR
1264/1402(48 steps):DLLULLURRRDRRDLLULDLUULDRURDRRULDRRDLLULDRRUURDD
1265/1280(48 steps):URRDRULLLDLDRDLUURDDLURRDLDRUULDDRRURDLLURDRULDR
1266/484(46 steps):RULDRRUULDRUURRDDDLLUUULDDDRRRUUULLDDLDLURRDRR
1267/1356(48 steps):RRULLDRUUULLDLURRRRDDDLLLLUURULDRURRDDDRULUURDDD
1268/1504(48 steps):RULURRDRDDLLLUUURULDRURRDDLLLUURRDRDDLLDRRUULDDR
1269/1474(48 steps):UULLDRDLURURRDLLURDDRDDDLLLURURDRULLDDRULURURDDD
1270/1249(48 steps):ULDLUURULDDLUURDRDDRULLLURRDLLDRRRULULDLDRRULDRR
1271/1281(46 steps):DDLUUULDRDLULDRRUULLDRURDRDDRRUULLLDDRUURURDDD
1272/1620(48 steps):RDDDLLUULUUURRRDDLULLDDDRRRUUULDRDDDLLURDLLURRRD
1273/1555(46 steps):URDLLDRUULDLDRRUURDLLLURRRDLLLULDRURRDLLLDRRRR
1274/1130(48 steps):ULDDRUULDDLURDRULDLURURDDRRURULDDRULURDDLURULDDR
1275/1429(48 steps):RDLULDLLLUURRULDLUURDDLURDLDDRRRRURUULDDDRULURDD
1276/476(50 steps):RURUULLDDRRUULLDDRDRULLUURRDDDLLUUURRDDLLDRURDLURD
1277/1444(46 steps):URDLDLLLDRURUURRDLDLURDDDLLUURRUULDDLDLDRRRURD
1278/1723(46 steps):UULDRUURRULDRDLUURDLLULDDRRULULDDDRULURDLDRDRR
1279/1799(48 steps):LLDDLURRDLLURDLLULDRULURDRRRURDDLLUURDRDLULLDRRR
1280/1790(46 steps):DLDLUULLDDRRRRUULDDRUULDLLLLDRRURULLDLDRURDRRR
1281/2956(47 steps):RUUULLDDRURULULDDDDRULDRRULUUULDRRULDRDDLULDRRD
1282/1543(46 steps):LDRDDLUULURRDLULDDRRUUULDRRULLDRRULLDDLDRDRURD
1283/1855(48 steps):UUULLDDRRURDDRUULLURRDLLURDDDLUUURDDDLULDRURURDD
1284/1816(48 steps):DLURDRULULLDLURDRDLURULDLDRRULLDRRRRULLDRUULDDRR
1285/1860(48 steps):LDDRDRUURULUULDRRURDDLDDLURRDLULDLDRRULLDRURURDD
1286/1736(46 steps):ULDLLUUUURDDLUURRDDRDLLDRULLURURRDDLUULLDRDRRD
1287/1724(48 steps):LLDRDDDRUUUURDLLURDLLURRDDRRDDLLULUURRDDRULURDDD
1288/1470(46 steps):ULDDDLURDLDRRULUULURDRRULLDRRDLDRULDDLUUURRDDD
1289/3405(45 steps):DRRRULLDRRULLLDDRURULLDRDLLLURULDRRRDRURULDDR
1290/1964(48 steps):RULLLDDRUULDDRRULLDDDRUURRDLDLULURRDLURRDLULDDRR
1291/1939(48 steps):URRDLDLLUULDRURRRDDLDRULDLLLURRRDLUURURDDLLURDRD
1292/2056(46 steps):LURDLDDLUUUURDDDDRRURUUULDRDDDLLLLURUURRURDDDD
1293/1892(48 steps):DDLLDRUULURRRDDDLLUULDRRRDLUUULLDRDDRULLDRRUURDD
1294/663(46 steps):LURRDRUULDDRULDLULULDDRRULLURDDLUURDDLURRRURDD
1295/2148(48 steps):ULDLLUUURURDLULDDDRDRUUULUURDRULDDDDLDRURDLUURDD
1296/2078(48 steps):RULLLLDDRDRRRULLDRULDLURRURULDRDDLDRUULDDLUURDDR
1297/2203(48 steps):LUUURDLULDDLUULLDDDRURRRRDLLLLLURRRRDRULDLULDRRR
1298/2412(46 steps):RRDRULDLDRRRULULDLDRRRULLLLURDLDRRUULLDDRURDRR
1299/2528(48 steps):ULLDRRDLDLUULDDRRRULULLLURDDLDRUULDDRRRURUULDDDR
1300/1968(44 steps):UUURDLDDDRURULULURULDDDDRDLURULURULURDRRDDDD
1301/2581(46 steps):LLLUURDLDRUUULLDRDRURULLDLURDRRRULLDRULDLDDRRR
1302/2374(48 steps):UULDDRDLUURUURRDDDRULUULLLDRDDLDRURRRULDDRUULDRD
1303/2050(48 steps):ULDRRDLLURUURUULDLDRRULDRUULDLDDRUURDLDDRDLLURDR
1304/2686(46 steps):LDLULLDDRDDRRUULDLUUULDRURRRRDDLDRDDLLLUURDDRR
1305/1639(46 steps):UUURRULDRDLDLLUUULDDRRDDRUULURURDDDDLUUULDDRRD
1306/2462(46 steps):LDLLDRRURRDRULULLLDLDRURDLLURRULDRRURDLLURRDDR
1307/2673(48 steps):RDRUULDLDLDRRURUULULDRURDLLDDDRURUULDLDDLURRURDD
1308/2238(46 steps):URDLDRULULURRDDLDDRULUULURDLDRRDDLUUURDDLDLDRR
1309/2576(48 steps):RDDLDLUULDDRRRUULDLDLLUUURDLDRULURDLDRRRDLULDRRR
1310/2584(48 steps):DDLUUUURDDDLUULDRUULURDLDRRULLURRDLLDDDDRULURDDR
1311/2850(46 steps):DRUURDRDRDLUURDLULLLURDLDRDRRRUULLULDDLURRRDDR
1312/2960(44 steps):RDLUURDDLULUUURDLDRUUULDLURDRULDDDLDRDLURRRD
1313/2978(48 steps):LLULURDLLUULUURRRRDLLDDDDLLURRULLDDRRRRURDLLURRD
1314/2755(48 steps):RRDDLULURDRDLLLLUURRDLLDDRRRDLULUURRRDDLLDRULDRR
1315/1509(48 steps):ULLLDDRRRULDLDLUUURRRDLDLLDRURRRULLDRDRRULDLURDR
1316/2904(46 steps):ULDRDLURRUUULLDDDRDRUULLUURRDDLDDLUUUURRDDLDRD
1317/3000(48 steps):DDRRRULLURRDLDLULDRURULLLDDRRURULLDRURRDRDLULDRR
1318/3051(46 steps):LURDLUUURDRRDDLLULUURRRDLLLURRDLULDRDLUURRDRDD
1319/2615(48 steps):DRUURDLLURRDRRURDLDLLLULURRRDRDLULLLDRRRRRULURDD
1320/3144(48 steps):LLLDRRRULLLDRDRULDRRRRULLULLDRURDRDLURRDLLLURRRD
1321/2918(44 steps):RDLURDDLLUURDDLLLURRDRRRUULLDLULLDDRURURDDRR
1322/2737(46 steps):LDLDDLDRRULLURDDLUURRDLURRDLURULURDLLURDLDRDDR
1323/3168(46 steps):DLLURRULURULLDRURDDLDDLUUURULDRDRRURDLLURDRDRD
1324/2929(48 steps):URRDDLLUURRRDDLLLUURRRDDLUULLDDRRUULLDDRRURDLURD
1325/2309(46 steps):UURDDLURRULULDDRURDLUULDDDRUULDRRULLDDDDRRULDR
1326/1540(46 steps):LDDLDRULLURRDRDLLUURDRULURDDRDLLULDLUURRURDDDR
1327/2792(48 steps):RRUULLDLDRULUURUURDDLUULDDRULURDDLDRRRDDLLULDRRR
1328/3204(46 steps):RURULDDLDDLURDRRUUULDLDLDRUUUURDDRDDLLLURURRDD
1329/3039(46 steps):DRDRULDLLLUURRULDRRDLDLLURRDRURDLLLUURULDRDRRD
1330/2824(44 steps):RDLULDLUURUULDDRDLURULDDDRRURUULLLURDDLDDRRR
1331/3203(48 steps):LDDRUULLDRRUUURDLDLLDRRDRURUUULDRDDDLLURDLLURRDR
