72187 81749 72303 81778
5000
1/1554(4 steps):RRRD
1063/827(45 steps):LDDDLUURDLDRDRRUUULLDLDDRRRUUULLDDDLUUURRRDDD
1064/1101(45 steps):RDRULLLLURULDDRDRRRULULDDRULLURRDLLUULDDDRRRR
1065/1284(45 steps):DRURDDDLURULDLUURDDDDRUUUULDDDDLURRDLDLUURDRD
1066/1341(45 steps):UULURRDLLUURRDDLDRUULLURDDLURDDDRUUUULLDDRDDR
1067/1303(45 steps):LLLDRUULDRDLURULURUURDRULLDRDRULDLDLULDRDRRRD
1068/1153(45 steps):LDDDLLUUURRDDRDLURUULLLDDDRRRUUULLLDDDRRRULDR
1069/614(45 steps):RRULULDDRULDLLURURRDRULLLLDDDRUURDDLLURURRRDD
1070/1273(45 steps):LDDDDRUURDDLUURDDLULURRUULLLDRULDDRUURRDDLDRD
1071/1522(45 steps):RRDDDLULLLULDRUUULDDRUULDDDRRULLDRUULDRDRRRRD
1072/1461(45 steps):ULDRULLDDRURULLDRRRULLLDDRDRRRUUULLLDRURDRDRD
1073/1586(45 steps):ULDRRULDDRDDDLLUURRDDLLUURRUUULDDRULLURDDDRDD
1074/1377(45 steps):DDDLDRULLUURURDDDRUULDDLDRRULLDRRUULULLDDRRDR
1075/1728(45 steps):RRDRUULDDDLLLLURURDLDRRRRUUULDRULLLDRRULDRDDR
1076/1529(45 steps):LUURDRRDLDRUULDLLUUURRDLLDRUULDDRRRULLDLDDRRR
1077/1808(45 steps):ULULDLURDRRULLLDRRDDLULDRRURUULLLDRDDRRUULDDR
1078/1396(45 steps):LDRDLDRULURDDLLULUUUURDLDDDDRURDLLURRRUULDDDR
1079/1633(45 steps):LDDRUURDLLDLURDLLURRURRDLDLLURDLLURDRULURRRDD
1080/1810(45 steps):RULDDRRRRUULDLDRUULDLDLLUURDRULDLURDDRRURURDD
1081/1306(45 steps):LURRRDRULURDDLUURDLUULLLDDDRUULDRUULDRURRRDDD
1082/1856(45 steps):RDLLDRRUULULDRDLDRURURUURDLULDRRULLLLDDDDRRRR
1083/1748(45 steps):LURDRULLDRURDLDDDRDLULLURRDRULDLLURRRDLULDRRD
1084/1779(45 steps):RURDRULDLLULDLUURRRRRDLLLLDRULLURDLDRRRUURDDR
1085/1600(45 steps):UURDDRUULURRDRDLUURDRULDRDDLUUURDDLLLULDRRDRR
1086/1969(45 steps):LLLDLLURURRDRULDLLURDDRRURULLLLDRRRRDLURULDDR
1087/759(45 steps):URDLLLDDRRUULURRDLDLUURDDLLUURRRDLDDLULDRURDR
1088/2097(45 steps):RRDDRULDLLUUULDRRURDLLURRRDDLDRUULULDLLDRDRRR
1089/2247(45 steps):RDDLURULULDDLUURDDLURRDLURURDDLDLULURRUURDDDD
1090/2162(45 steps):UURULURDDLUURRDLDDRDLDRULDLUURDLUURDDRULLDDRR
1091/2038(45 steps):RUULLDDDRDLUURURDRDLDRULLURUULDDLUURDLDRDRDDR
1092/1824(45 steps):LURUULDDRULDDRRRRUULURDDDLLLUULDRUURRRDLURDDD
1093/2063(45 steps):RULDDRULLDDDRRURDLUULULDDDRRURULDRDLLLUURRDDR
1094/2484(45 steps):URULDDDLUULLULDRDDDRRUUULLDLUURRDLLURDRRDDRRD
1095/2049(45 steps):RDLLULUURRDDLURRDLULLURDLDDRRUUURDDRDLLUURRDD
1096/2349(45 steps):RRUULLDLDDRRRULLLLDRRUULLDRRULULDDRRULDDRRURD
1097/2326(45 steps):LURURDDLLURRUURULDLURDRULDDLDRDLDRRULDLURURDD
1098/2575(45 steps):RDDDRULDDRDLLURULDLDLURDRRURUULDDLLDRRRULURDD
1099/2601(45 steps):LLLUURRRRRDDDLLULLDLURDDRRURULUULLLDDRRDRDDRR
1100/2500(45 steps):ULDLDDRUULDRRDRRRUULLDLULLURDDDRURDLURURURDDD
1101/2262(45 steps):DDRULLDLUURURRRDLURDDLLDDLURRUURULLDLLDDDRRRR
1102/2505(45 steps):RDDDLDLURULDDRUUUURDLULDDRRULULLDRDLDRRULDDRR
1103/4234(44 steps):RRULLDRURRDLUURDDDDDLLULUUURRDRUULDLDLDDRDRR
1104/2532(45 steps):RURRDLLULDLDDRRULLDRUURRULLLDDRRULURRDDDRULDR
1105/2831(45 steps):LDDRRRDDLLURRDLLURDLLURRDLLUUUURRRDDRULDRDLDR
1106/1420(45 steps):LLULDRURRDLDLDDRULURDDLULURRULLURRRDLLURDRDDD
1107/2964(45 steps):ULLLURDRUULDDRUURDLDRUULLDDLUURDDDLDRRULDRURD
1108/2842(45 steps):URDRDDDLUURDDLUURUUULDLDDRURULURDLLDRDDLDRURD
1109/2769(45 steps):DLLURDRULLUULDRDLUUURDRRULLDDDDRUUUURDLLDDRRD
1110/2833(45 steps):RRULDDLURDRULUURDDDLUUURULDLUURDDRDLDRULURDDD
1111/3009(45 steps):LDRRUULURDDLURDDRRURDLLLLURUULDDLDRRUUURRRDDD
1112/3310(45 steps):LLULDRRRRUULLURDLLDDRRUULLDLDRRRURULULDRURDDD
1113/3320(45 steps):URULDRDLDRRULDDDRUULDLURDDRUULULUURDLDDRDLDRR
1114/3263(45 steps):DLLUULDRRULLDRRURDLDLUURRDDLULDDDRRUULULDRRDD
1115/3405(45 steps):DDRRUULLDRRRULLDRRULLDRDLLLLURURDRULLLDRRRDRR
1116/3317(45 steps):ULLDLURURDRDDLLUUURDLLDRDRRUULLDDRRUULULDRRDD
1117/3350(45 steps):DLDRULLDDLLURUURULDDDRDRRUUUULLLULDRURDDRDDDR
1118/2704(45 steps):LDDLUURDDRUULLDRDRURULLLDDRRUURDRURDLDRUULDRD
1119/3305(45 steps):RUUULLDDLDRURRUULLDLDDRRRULLULURDLDRULURRRDDD
1120/3284(45 steps):DLUUURRRDDLDLULURRULLDRDLURRDDRULLDRULLDRURDR
1121/3574(45 steps):LLUURDLLLDRRUUURDRULLLLDDDRDLUUURRDDRDRUULDDR
1122/3162(45 steps):DLLURDRRURDLULULLLDRRULLDRRDRRUULLDLURDRURDRD
1123/2848(45 steps):DLDLURRRDLLUURDRULDLULLDRDLULDRRRULULLDRRDRRR
1124/1894(45 steps):URDLLLUURDRRDLUUULLDRDDRUUULLDRDRURULLLDRDRDR
1125/3500(45 steps):DRDLUUURDDDRRULLLDRRULDLULUURDRDLULLDRDRRRURD
1126/3666(45 steps):LUURDDLUUURDDDLUURRULLDRURDLDDDRULDDRUULLDRDR
1127/2753(45 steps):DDLDRULLDRURRULLURRRDDLUULDDDLLURURDLDRUURDDR
1128/3519(45 steps):DRRDRRUURDLUURDDDLLLULLUUURRDRURDDLUULDRRDRDD
1129/2770(45 steps):RULURDDLULDLLUURURRDDLDRURDLUUULLDLDDRRRUURDD
1130/3807(45 steps):LULDLDRRUURDDDDLLDRRURULULULULDRDDDRRDRUULDRD
1131/3858(45 steps):LLDRULURRDDRRUULLDDRRUULLDLLDRUURDDLULDRURDRR
1132/3557(45 steps):RUULDLDRDRUUULLDRRDLLDRRDLULDRUUUULDDDRULDDRR
1133/3563(45 steps):LURURDRULLDDRDLDRULLDDRULULDDRULURRRRULURDDDD
1134/3702(45 steps):UULDLLLDRRULDRDRRULULLLURDDRRDLUURDRUULDRDLDR
1135/3820(45 steps):LULDLLURRDRRULLULLDRURDDLUURDRDRRUULDDRULURDD
1136/3916(45 steps):ULLDLURRDLURDDLLURRDRURDRUULLDLLDRUURRDLURRDD
1137/3734(45 steps):DLUURDDLLURULLLDDRRULLDLURURDLDRRULLLDRURRRDR
1138/3621(45 steps):RULLUURDDLURDDLUUURUURDDLDRUULDRDDLUULURRDDDD
1139/3766(45 steps):RUUULLURDRULLDRDDDLURRDLLURDRULURULULURDDDRDD
1140/3997(45 steps):DDRRDLURRDLLURDRRUUULULDRRDDLLLLUUURRRDRDDLDR
1141/3874(45 steps):DDRULURDDLUULDRULLDLLDRUURDRRRULLDRULLLDRRRRD
1142/2546(45 steps):URDDRRURULLDRRDLLLLUULDDRUULDRURRRDLDLUURDDRR
1143/4042(45 steps):UUURDRDLLUURDLDRURDDLDLLURURRDLDLURRDLLURURDD
1144/4242(45 steps):DDDLLLUURDDLUULLURDDDRRRRUUULLDDLDRULURDLDRRR
1145/4127(45 steps):LUURDLLURDLULDRURRRDLLLDRUURDLLURDLDLUURRRRDD
1146/2369(45 steps):LURDDLULULDDRDLUURDDRULURRDDRUULULDDDRURULDRD
1147/4397(45 steps):RDRDDLUULDLUURDDRDLLURRRUULLDLDRRRDLUURULDRDD
1148/4328(45 steps):LLLLURDRRURRUULDDDRUUULDDRDLLURDRUULDRULURDDD
1149/4506(45 steps):RDLLDLLUURDRRDLLLULDRULURRDRRDRULLULDDRRULDRR
1150/4132(45 steps):RURDLLURDDLURRULDDRDLDLUURDLUURDRDDLURULLDRRD
1151/4299(45 steps):RUULDDLURDRULURDDLLURURULLUURDDLUURDDLURDDRDD
1152/1062(45 steps):DLLULDRURDRDDLLUURRDDLLUUURRDLLDDRRUULULDDDRR
1153/4582(45 steps):ULDRURDLLURDDRULDDRUUULDLULDDLDRULURDDLURDRRR
1154/4254(45 steps):LDRDLURURRDDLLDLUURURRDDLLUULDRDRRUULLLDDRDRR
1155/4532(45 steps):DDRRRUULLLDRDLUURRRRRDLLDLLUURRDDLLLUURRRDRDR
1156/4525(45 steps):LLLDRDRRDLURULLDRULULDDRUULDDLDRRULDRRRULLDRR
1157/4046(45 steps):ULLDRDRULURDLDRRDLUULDDRRULLLULLURDRRRDDLURRD
1158/2302(45 steps):DLULDLLURULDLURDRURRRDDLLURDLLUULDLURDDRURDRR
1159/4707(45 steps):LLLDRUUULLDDDRULDRRURDRUUULDRDLDLUUURDRULDDRD
1160/4063(45 steps):UULLDRRULLDRURDDDLLLUULDDRUURURRDLLDDLLURDRRR
1161/4771(45 steps):LURDLDRULDLLUURDLUURDDRUULDLDRURDDLUURDDLURRD
1162/4534(45 steps):URRRURURDDDLLLULDLUUURDRRDDLUURURDRULLLDRDDRR
1163/4567(45 steps):UURRDDLLUURRDDRULDLLUURRDDRUULLLDDRRUULLDDRRR
1164/4779(45 steps):LURDDRUULDLULURRDDLULDRDRURULLDLURDRULDDRURDR
1165/4982(45 steps):UURULLDRDLDRRUULDLLUURDRDDLURURRDRDLULDRRULDR
1166/4801(45 steps):RDDLLLUURDLULDRURRDDLULLURDRURDDLUURDRDLLURRD
1167/3490(45 steps):LLDDRDRRRUULDLLLDRRUURDRULDLLLDRULUURURDRRDDD
1168/82(46 steps):DLLURULDDDRRULUUULLDRDLDDRRULDRRULUULDDRDLURRD
1169/164(46 steps):DRDLDRULLDRUURRDLDLDLUURURRULLLDRDDRUUULDDDDRR
1170/286(46 steps):LUURDDRDRURDLLURRDLUUURDDDLLLURRUURDDDLLULDRRR
1171/4296(45 steps):LULLDRUULDRDLLUURDLURRRDDDDDRULDLURRDLULLDRRR
1172/91(46 steps):DLLLLDRURDLDLUURDLDRURRDRULURDRULDLDRRUUULDDDR
1173/396(46 steps):DDDRRURULDDLLUURRRDLDRUUUULLLDDRRRUULLLDDDDRRR
1174/292(46 steps):LDRDRRRULURDLDDRUULLLLDRUULDRRDRRUULDDRULLDRDR
1175/489(46 steps):RUURDDLURULDRDLLLUUURDRDDLLUURURRDDLDLLUURRRDD
1176/4985(45 steps):URDLLLURURURULLDRULLDRRRULLDLURRDDRDLDLLURDRR
1177/373(46 steps):DDRRULLULURRRDDDLLUUURRDDLLUULDRDDRRUUULLDDDRR
1178/327(46 steps):RDRURDDDLLULDLUUURDRURDRULDLULDLDRRDRRUULLDDRR
1179/429(46 steps):LDDRUURRULLLDDDRURULUURDDLDLUURURDRDLLDRRDLURD
1180/636(46 steps):RULDRRRULLURDRRDLURULLLLDDRRRULULLLDDRUURDDRRR
1181/718(46 steps):LLDDDDLURDRULUUURRRDRDLLURRULDDDDRUUUULDLDRDRD
1182/752(46 steps):DRRRURDLLLULUURRDLLURURRDLLURDRRULDRDDRDLULDRR
1183/820(46 steps):DRRUUURDDDLUURDLLUURDDLDLURDLLURRDLURUURRDLDRD
1184/693(46 steps):DDRUURDRRDLLULLLURRRDRDLLURULDLURDLLURDDRURRRD
1185/757(46 steps):DDLURUUULDDRULURDLLUURDLDRULURRDDLLDDRDLUURDRD
1186/900(46 steps):DDLLLDRRULUULDRRRULLDRDRUULDDRULULLDRDRDRRULDR
1187/411(46 steps):ULDLDRDRULDLURRUULLDRRURDLDDLLUURURDRRULLDRRDD
1188/899(46 steps):RRDDDLURULLURDDLURRULULDDRDRUULULDDDRDDRUULDRD
1189/945(46 steps):RRUULLDRDRUUULLDDLUUURDRULDLDRRURDDLURUULDDRDD
1190/1142(46 steps):ULDRDDLUULLLURDLDDRRUULLDDRRRUURULDLLULDRRDRDR
1191/1004(46 steps):LDRUULDRRUULDDDRUUUULDDRUULDRDDLUULDDRURDDLURD
1192/1211(46 steps):RDRURDDDLLUURRRRDLLDRUUURDLLURDLULDLLURRDRRRDD
1193/1242(46 steps):RRRDLLLURRDLLDDRDRRDLURULLDRDLURUUUULLDDDRRRDD
1194/1163(46 steps):URULDDRRRDLURULLURRDLLDRRULLLURRDLDRULLDRURRDD
1195/1148(46 steps):DRULDLUURRDLDLLLUURDLLURDLDRULURRDDLLUURRRDDRR
1196/1308(46 steps):LDLUURRRDLDLULURRDLURDDRDDLLURURDLDRULLUURDRDD
1197/2729(45 steps):DDDRRUUULDLDDDRRUULDLDRULUUURRDDDDLDRUULLDRRD
1198/823(46 steps):DDRDRUUULLDDDRRULLUURRDDDDLLUUUURRDDDLDLURRDDR
1199/1402(46 steps):DLLULLURRRDRRDLLURULDRRDLLULDLUULDRURDDRRUURDD
1200/1474(46 steps):UURDLULLDRRULDDLDRDDLUURRDDLULUUURRDRDLURDDLDR
1201/1422(46 steps):DDRRUUULDDDLUUURDRDLULDRURDLDLLURRULDRDLLURDRR
1202/1200(46 steps):UULLURDLLLDRDRRRUULLLURDRDDLLULURRURRDLLLDDRRR
1203/1470(46 steps):ULDLURDRRULLDRRDLDLLDRUULDRRULDRRULDLLURURRDDD
1204/1459(46 steps):RRUUULLDDRRUULLDRRULURDDLUUURDDLLDDRULDDRUURDD
1205/1281(46 steps):LULDRRDDLULULDRRUULLDRURDRDDRRUULLLDDRUURURDDD
1206/1555(46 steps):URDLLDRUULDLDRRUURDLLLURRRDLLLULDDRUURRDLLDRRR
1207/1424(46 steps):RDRRULLURRDLULDRDLUULLDRDRUULLDRRURDDLURDRULDR
1208/1501(46 steps):RUULLDRRULLLDRRURDDDLURDDLDRULDLLUURRDRULURDDD
1209/1249(46 steps):LLLURURULDRDRDLLLUURDRRDLLULUURDRDLULDDRRRULDR
1210/1588(46 steps):ULLLLDRRULLUURURRRDLDLLURULDLDRRRDDLURRDLULDRR
1211/1429(46 steps):RDLURUULDDLDLLLUURRULDLUURDDLURDLDDRRRRRULURDD
1212/1723(46 steps):UULDRUURRULDRDLUURDLLULDDRRULULDDDRULURDLDRDRR
1213/1543(46 steps):DDDLURULLDRULURRURDLDLUURRDLLURRDLLLDRRDLDRURD
1214/1736(46 steps):ULDLLUUURULDRURDDRDLLDRULUURRDDLUULLDRDLURDRRD
1215/1772(46 steps):UULDRDLURULURULDRURDLULDDDRDLDRURDLLUURDDLURRD
1216/1444(46 steps):URDLDLLLDRURUURRDLDLURDDRDLLLUURRUULDDLDLDRRRR
1217/1790(46 steps):DLDRUULDDLUULLDDRRRRUULDLLLLDRRURULLDLDRURDRRR
1218/1892(46 steps):RDLLDLDRULURDRUULDRRDLDRULLDRULULURRDRDLLLDRRR
1219/1951(46 steps):DRUURDRDLLUURDRDLLURURUULLDLDRULURDDLURDDLDRRR
1220/2611(45 steps):DDRULUUULURRDLULDRDDRDDLULDRURDLUULUUURDRDDDD
1221/1905(46 steps):LUURDDRRDLLDRULURDRDLLUULDRRURUULDLDRDDLLURDRR
1222/663(46 steps):LULDRURRDRUULDDRULDLULULDDRRULULDRDLUURDRRURDD
1223/1811(46 steps):ULURUUULLLDDDDDRRUURDDLUURDDLULLUUURURRDDDDLDR
1224/1986(46 steps):URRDLDLUULDDRULURDLDRDRULDLDDRRRULURDLDRUULDRD
1225/1903(46 steps):URDLDRRURRDRULURDLLLLLDRRULLURDRURRRDDLULURRDD
1226/1838(46 steps):URDLLURDLULDRDLURULURDRDDLUURRDDLULURULLDRRDRD
1227/2066(46 steps):URRULLDRDLUUURDRUULULDRRULLDDRDDRDLURULLDDRURD
1228/1355(46 steps):ULDLULUUURRULLDDDDRRURUULLLURDRRDDDLDRULDLURRD
1229/2134(46 steps):URURDLDLLLUURUURRDDRUULDDRUULDDDLDRRULLDRRULDR
1230/2089(46 steps):RULLLLLDDRULUURRDLDDRRRURUULDLLULDRULLDRRRRDRD
1231/2001(46 steps):RRDLLURDDDDRUUULLDRDRUUULDDDRUUUULLDDRULDRDDDR
1232/484(46 steps):RULDRRUULDRUURRDDDLLUUULDDDRRRUUULLDDLDLURRDRR
1233/2056(46 steps):LURDLDDRRURUUULDRDDDLLLLUUUURDDDDLURUURRURDDDD
1234/2103(46 steps):ULLDDDDRRUURDLUURDDLDLLULURRRUULLDDLURDRRRDLDR
1235/2233(46 steps):URRDLLDDDDRUUURDLUURDLUULDDRDLDRRUUUULLDDDDRRD
1236/4489(45 steps):DLUUUULLLDDRRRDLDLULDRULUUURRDRDRULDDLDLURRRD
1237/2412(46 steps):RRDRULDDRRULLLLURDDRRUULDLLDRRRRULLULLDDRURDRR
1238/2411(46 steps):RDDDRULDRRULULDRUULDRRULDLLURRDRULDLDDRRUULDRD
1239/2528(46 steps):ULLDRDDLUULDLDRRRRULULLLURDLDRDLURDRRURUULDDRD
1240/2438(46 steps):URULDRRDDLLUURURDLULDRDRDRUUULDDDRULDLULURRRDD
1241/2581(46 steps):LLLUURDLDRUUULLDRDRURULLDLURDRRRULDLURDLLDDRRR
1242/1468(46 steps):LDLURRRRDDLLDRRUUULLDLULDDDDRURRDLLLUUURRDRRDD
1243/1639(46 steps):UUURRULDRDDLLLUUULDDRRDDRRUULLURURDDDLUULDDRDR
1244/1451(46 steps):RULLLDLLDRUURRDLDLLURDRUULDLDRRURULDRRDRUULDRD
1245/2600(46 steps):DLURULDLDRRULLURRDLDDDRDLLURDRUULDRUULDDRDLURD
1246/2584(46 steps):DDLUUUURDDDLULDDRULUURRUULLDRRULDDDRULURDDLDDR
1247/2462(46 steps):LDLLDRRURRRDLUULLLDLDRURRURDLLDLLURURDLURRRDRD
1248/2686(46 steps):LDLULLDDRDDRRUULDLUUULDRURRRRDDLDRDDLLLUURDDRR
1249/2576(46 steps):RDDLDRUULDDLUURDDLURULLDDLUUURDLDRULURDLDRDRRR
1250/2890(46 steps):RRRRDDLULDRUURDDLUURULLLLLDRDLURURRDRRDLLURDRD
1251/2904(46 steps):ULDRDLURRUUULLDDDRDRUULLUURRDDLDDLUUUURRDDLDRD
1252/2850(46 steps):DRDLURUURDRDRDLUURDLULLLURDLDDRRRRUULLULDRRDDR
1253/2962(46 steps):LDRURULDLULDRURRDLDDLUUULDRRDDLLDRRURDLLUURDRD
1254/2908(46 steps):DDRDLLLUURRURULLLLDRDRURRULDDDRUUULLLLDRDDDRRR
1255/3051(46 steps):UUURDLDLDRULUURRDRULDRDDLLULURRULLDRDLUURRRDDD
1256/2978(46 steps):LURDLLULURDLLUULUURRRRDLLDDDDLLURRULLDDRRRURRD
1257/2737(46 steps):LDLDDLDRRULLURDDLUURRDLURRDLURULURDLLURDLDRDDR
1258/2755(46 steps):RRDLDRULLURDDLDRDLUULLUURDLDDRUUURDRRDDLDLURDR
1259/3039(46 steps):DRDRULDLLULURRULDRRDLLDLURDRRURDLLULURULDRDRRD
1260/2987(46 steps):LLDDRRULLDLURRURRRDDLLLUULLDDRRURURRDLLDRUURDD
1261/2671(45 steps):UULLLDRRULDRRULLLDRRDRULURDLLURDRDDDLLLURDRDR
1262/3144(46 steps):LLLDRRRULLLDRRDRRRULDLUULDLURRDRRDLLLULDRURRRD
1263/2929(46 steps):URRDDLLUURRRDDLLLUURRRDDLUULLDDRRUULLDDRRRULDR
1264/3178(46 steps):DRDRURDLDLLURURUULDLDDRDLURRRUULLDLUURDDLDRDRR
1265/3203(46 steps):UURDLDLDDRRURUUULDRDDDLLUULLDRRULLDRRRDLLURRDR
1266/3040(46 steps):URDDLDRUULDRRDRURDLLUULURDRDLULLDRDRUULDRDRURD
1267/3204(46 steps):URRULDLDDLDRRRUUULDLDDLURUUURDDRDDLLULDRUURRDD
1268/3465(46 steps):LDRURDLLURRDDLDDLURDRRRUURDLDRULLURRULDDDLURDR
1269/3168(46 steps):DLLURURDLUURULLDRURDDRURDLLDLDLUUURULDRRRDRDRD
1270/3516(46 steps):RDLLUULDLDRRURRDLLURULDLLDRRRUULDLLDRRRULURDRD
1271/1540(46 steps):DLURDDRDLLULDLUURRRULDRDDRULLULDRDLLUURDDRRURD
1272/3468(46 steps):ULDRDLUURDDLLDRRDDLLLLUUUURDLUURRRDLULDRDDDDRR
1273/3264(46 steps):RULLLDDRURRDLLULLULDDRRRRULULLDLDRURRDLUURDDRR
1274/3555(46 steps):DDLUULLULDRRRRULDRDLDLLLUUURDRRDLLDRULURRURDDD
1275/3464(46 steps):UULULDRRDDLLUULLURRRDRDDLLLLUURRURDLLULDDDRRRR
1276/3641(46 steps):LDRULURUURDDDLURULLDRUULDDDRURDDLLURUURDDDLURD
1277/3690(46 steps):DLLLUUURRDRDRUULLDRDRUULLDDRRULULDDLLDRURDRURD
1278/3753(46 steps):RDRDLLURRDLLUUULURRDDDLURULURRDLULLDRRULDDDRDR
1279/3792(46 steps):RDDRUURDLLDDRULULURRDDRDLLULUULLDRRURDDRULDRRD
1280/3678(46 steps):LDDDRURRRDLLLUULLDRUULDDRDRUULDRRDLLUURDDRRURD
1281/3696(46 steps):LDRRDDLLLUUURRDLLDDRRRUULLULDDDRRRUULLLURDRRDD
1282/3758(46 steps):RULLLURRRDDLLULDLUURDRRDRULULULDDRRUULDDRURRDD
1283/3847(46 steps):LURDLLURDRULDLLURDLDDLUURDLDRRRUULLDDLUURRRRDD
1284/3954(46 steps):RDDLURULDLDDRUULDDRUURDDLULLURRURDDLLLURRURDDD
1285/3959(46 steps):LDRUURDDRUURDLLDRRULLLULDLDRRRULLDRUULDLDRRRRR
1286/3995(46 steps):DDRURULURDDLUUURDLULDRRUULDLDDDRULURDRDDLLURDR
1287/3985(46 steps):LURDRDLLURUUURULLDRRULDLURDLDDRUULDRDRDLULDRDR
1288/3804(46 steps):DLURRULLDRURRDDDLLLUURRRULLDRULDDDRRUULLLDDRRR
1289/4195(46 steps):LDLDDLUURRDRDRUULULLLDRRRDLUURDDDLLURUURRDLDDR
1290/3771(46 steps):RDDDDRRURULDLLULDDRULURDRDLLURRRDLURRDLUURDLDR
1291/4110(46 steps):LUURDDLLURRRRULLLLDRDRURDRUUULLDRRDLLLURRURDDD
1292/4269(46 steps):RDLUUULDRURDLLDLUURDLUURRDRULLDRDLLURRDLDDRURD
1293/4026(46 steps):ULURDDLUULDLLLURDLDRRULDLUURDRDLLURRRRURDDLURD
1294/4201(46 steps):DDRULDDRUUUULDDRULDLDLDRRUULUULDRUURDDDRULDDDR
1295/4335(46 steps):DRURDLULULDLDDRRUUURDLLURRRDLLDRUULDDDRURULDRD
1296/4275(46 steps):DDLLUURRDDRRUULDRDLULULLDDRRRRULULLLDDRRUURRDD
1297/4483(46 steps):DLUULLLLDDRUULDDRDLUURURRDRRDLLURULDRRDDLLURDR
1298/4603(46 steps):DDLLLULURRRUURDLULLDLDRRRRULDRDDLLLLUURDLDRRRR
1299/4412(46 steps):URDDLURUUULDRURRDLDRDDLLUURULLURRRDLLULDDDDRRR
1300/4351(46 steps):DDRULURRDLLLURDDLURRULLDRRDRUURRDDLLURRULLDRRD
1301/4184(46 steps):ULLURDRURDRULULLDRRDRDLLULURURDRDLLLULURRDRRDD
1302/4265(46 steps):LULDRUULDRUUURULDDLDRDRDLLUURRUULURDDLURDLDDDR
1303/3079(46 steps):LDRURRRDRULLDRDRULDLLUURDRULDDLLULURRDLDRRRURD
1304/4363(46 steps):LURURUULDRDDDDLUURULLURULDDDLDLDLURRRRUULDDRRD
1305/4605(46 steps):URRDDDRUULLULLDDRDRRDLULLURURULDRRDDLLLURDRDRR
1306/3914(46 steps):RULDDDRRUULLLDRULLURRDRURDDDLLLULDRULURRRURDDD
1307/4509(46 steps):RULLDRRDLDRULDDDRRUULLLDRDRRUULLURRDDDLLUURRDD
1308/4918(46 steps):DLDRDLLURURDDDLULDRUUURULDLURDRDLURULDLDDDRURD
1309/4699(46 steps):RURURDLLULLDRRURRDLULLDDLURDRDLURUULLDDRDRURRD
1310/4718(46 steps):LDRUURRDDLDRUULDLLURURDLULDRRDDRUULDLLURRRDLDR
1311/4781(46 steps):DLDRUURRDDLLULURDDRRUULLDDRRUULLDLURDLDRUURRDD
1312/4900(46 steps):RUURULDRDDLULDRRULURULLURDDRDDLULDRRULURDDLURD
1313/4844(46 steps):LLDRDDLUURDLUUURRRDLLURDLDDDLURDRULLUUURRDRDDD
1314/4941(46 steps):RRDLLULLLDDRRRUURRDDLULULLDLDRURRURDDLLURDRURD
1315/4832(46 steps):LDDLURDRRRULLDRRULULLDDRUULDLDRRURDRUULLLDRDRR
1316/14(47 steps):RRDRULLDLULDRDDDRRRUULUULDLURDLDDRRRDLUUURDDLDR
1317/4990(46 steps):LDLDRULDDRULUURDDDDLUURDDLURDRUUULDRUULDLDRDDR
1318/4889(46 steps):ULLDDRDRDLURDDLLURRDLLURURDLUURDLULUURRDDLDRDD
1319/59(47 steps):RULDLUURRDLDRRRUUULLLLDRRULDRRRULLLLDDDRRULDRRR
1320/63(47 steps):ULULDDRULDRDRRDLULDLURDRURUULULDDDLDRURURULDRDD
1321/54(47 steps):LURDDLDRULLURURRDDLUURDLLDDLURDRULLLDRUUURDRDRD
1322/225(47 steps):LLLDDRRULURDLLURRRRDRDDLLURURDDLUULLLLDRDRRURRD
1323/4853(46 steps):LLDLDRRRUULULDDDRRUULLLDRDLUURURDRDDLLUUURDRDD
1324/87(47 steps):URULULLLURDRDRURDDDLUUULDRURDDLUUURDLDRUULDDRDD
1325/15(47 steps):DLDRUULDDLURDDLURDRULDLUURRDLUUUULDRDLUURDDRDDD
1326/70(47 steps):RULLDRULUURDLLURDDLDRULURDDLUUURURDDLLUURRDDDRD
1327/142(47 steps):RDLLURRDLULUURURRDDLLUULDDRULURDLDDDRUURRURRDDD
1328/100(47 steps):LDLLDRUURDRRDLURULLDRDRUULLLLDRDLURRRDRUULLDRRD
1329/245(47 steps):RDLDRDDLURUUULLDRRULLLDDDRRURDDLULLLUURRURDDDRD
1330/4620(46 steps):LURDLDRULURDRDDLUURDDRULLLUURDDLDRRULLDRRRULDR
1331/281(47 steps):LURULURULDLDRURDLLUURDLURRDLDDRDLURRDLULLDRRURD
1332/3933(46 steps):DDRULDLUURUURDLLURDDDRDDLUULDRRRDRULDLURDRULDR
1333/372(47 steps):LURDRULLDDRURRRURDLLULLLDRRURRDLDRRUULDLLURRDRD
1334/313(47 steps):DLDRRUULDDRUUUULDLDDRUURDLLUURDRULDLURRDLDLDDRR
1335/413(47 steps):RDLUUUURULDRRDDLLDRRULLUUURDLURRDDDDDLLURURDLDR
1336/401(47 steps):RULDRURULLDRRULDRURDLDRDLLULDDRRULLURUURRDLDRDD
1337/434(47 steps):LURRRDLDRDLLULDRRULDDLUUUURDDDDLURRULLDDRUURDDR
1338/114(46 steps):LDRDDLLLURUURDDRDDLURDLLUULDRRURUULLDDLDDRURRD
1339/430(47 steps):RULUULDDDRDRUUULDDDRDLULDRUULDRRDLUURULLDRURDDD
1340/567(47 steps):URDLLDLLUURRRRDLLULLDDRRUULLDDRRURULLLDDRRURRDR
